pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
5imk	B	NA	0	A	protein	NA	v-set and immunoglobulin domain-containing protein 4	IMMUNE SYSTEM	03/06/16	Nanobody targeting human Vsig4 in Spacegroup C2	HOMO SAPIENS; CAMELIDAE	camelidae	NA	homo sapiens	Wen, Y.	1.227	X-RAY DIFFRACTION	0.185	0.172	False	True	IGHV1	NA	NA	8.5e-07	-8.281754349880028	ITC	NA	TBD
5imm	B	NA	0	A	protein	NA	protein vsig4	IMMUNE SYSTEM	03/06/16	Nanobody targeting mouse Vsig4 in Spacegroup P212121	MUS MUSCULUS; CAMELIDAE	camelidae	NA	mus musculus	Wen, Y., Zheng, F.	1.2	X-RAY DIFFRACTION	0.17600000000000002	0.156	False	True	IGHV1	NA	NA	3.5000000000000003e-09	-11.535955190950428	ITC	NA	TBD
3ma9	H	L	0	A	protein	NA	transmembrane glycoprotein	IMMUNE SYSTEM	03/23/10	Crystal structure of gp41 derived protein complexed with fab 8066	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Li, M., Gustchina, E., Louis, J., Gustchina, A., Wlodawer, A., Clore, M.	2.05	X-RAY DIFFRACTION	0.245	0.193	False	True	IGHV1	IGLV3	Lambda	1.00e-08	-11.02	ITC	28	21085615
2nz9	D	C	0	A	protein	NA	botulinum neurotoxin type a	TOXIN/IMMUNE SYSTEM	11/22/06	Crystal structure of botulinum neurotoxin type A complexed with monoclonal antibody AR2	HOMO SAPIENS; CLOSTRIDIUM BOTULINUM	NA	NA	clostridium botulinum	Stevens, R.C., Arndt, J.W.	3.79	X-RAY DIFFRACTION	0.278	0.224	False	False	IGHV5	IGKV3	Kappa	6.80e-12	-15.12	Other	23	17173035
2nz9	F	E	0	B	protein	NA	botulinum neurotoxin type a	TOXIN/IMMUNE SYSTEM	11/22/06	Crystal structure of botulinum neurotoxin type A complexed with monoclonal antibody AR2	HOMO SAPIENS; CLOSTRIDIUM BOTULINUM	NA	NA	clostridium botulinum	Stevens, R.C., Arndt, J.W.	3.79	X-RAY DIFFRACTION	0.278	0.224	False	False	IGHV5	IGKV3	Kappa	6.799999999999999e-12	-15.12	Other	23	17173035
5anm	H	L	0	F	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	09/07/15	Crystal structure of IgE Fc in complex with a neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cohen, E.S., Dobson, C.L., Kack, H., Wang, B., Sims, D.A., Lloyd, C.O., England, E., Rees, D.G., Guo, H., Karagiannis, S.N., O'Brien, S., Persdotter, S., Ekdahl, H., Butler, R., Keyes, F., Oakley, S., Carlsson, M., Briend, E., Wilkinson, T., Anderson, I.K., Monk, P.D., vonWachenfeldt, K., Eriksson, P.O., Gould, H.J., Vaughan, T.J., May, R.D.	2.85	X-RAY DIFFRACTION	0.25993	0.19552999999999998	False	True	IGHV1	IGLV1	Lambda	1.95e-12	-15.975251068647337	Kinetic Exclusion Assay	NA	TBD
5anm	D	C	0	E	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	09/07/15	Crystal structure of IgE Fc in complex with a neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cohen, E.S., Dobson, C.L., Kack, H., Wang, B., Sims, D.A., Lloyd, C.O., England, E., Rees, D.G., Guo, H., Karagiannis, S.N., O'Brien, S., Persdotter, S., Ekdahl, H., Butler, R., Keyes, F., Oakley, S., Carlsson, M., Briend, E., Wilkinson, T., Anderson, I.K., Monk, P.D., vonWachenfeldt, K., Eriksson, P.O., Gould, H.J., Vaughan, T.J., May, R.D.	2.85	X-RAY DIFFRACTION	0.25993	0.19552999999999998	False	True	IGHV1	IGLV1	Lambda	1.95e-12	-15.975251068647337	Kinetic Exclusion Assay	NA	TBD
5anm	B	A	0	G	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	09/07/15	Crystal structure of IgE Fc in complex with a neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cohen, E.S., Dobson, C.L., Kack, H., Wang, B., Sims, D.A., Lloyd, C.O., England, E., Rees, D.G., Guo, H., Karagiannis, S.N., O'Brien, S., Persdotter, S., Ekdahl, H., Butler, R., Keyes, F., Oakley, S., Carlsson, M., Briend, E., Wilkinson, T., Anderson, I.K., Monk, P.D., vonWachenfeldt, K., Eriksson, P.O., Gould, H.J., Vaughan, T.J., May, R.D.	2.85	X-RAY DIFFRACTION	0.25993	0.19552999999999998	False	True	IGHV1	IGLV1	Lambda	1.95e-12	-15.975251068647337	Kinetic Exclusion Assay	NA	TBD
6ddm	B	A	0	C	protein	NA	mhc class i polypeptide-related sequence a	IMMUNE SYSTEM	05/10/18	Crystal Structure Analysis of the Epitope of an Anti-MICA Antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Matsumoto, M.L.	1.3	X-RAY DIFFRACTION	0.205	0.188	False	True	IGHV1	IGKV4	Kappa	4.2e-10	-12.792176733448072	ITC	NA	TBD
3mac	H	L	0	A	protein	NA	transmembrane glycoprotein	IMMUNE SYSTEM	03/23/10	crystal structure of GP41-derived protein complexed with fab 8062	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Li, M., Gustchina, E., Louis, J., Gustchina, A., Wlodawer, A., Clore, M.	2.5	X-RAY DIFFRACTION	0.264	0.2	False	True	IGHV1	IGLV3	Lambda	2.00E-07	-9.23	ITC	28	21085615
1cz8	Y	X	0	V	protein	NA	vascular endothelial growth factor	IMMUNE SYSTEM	09/01/99	VASCULAR ENDOTHELIAL GROWTH FACTOR IN COMPLEX WITH AN AFFINITY MATURED ANTIBODY	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Chen, Y., Wiesmann, C., Fuh, G., Li, B., Christinger, H.W., McKay, P., de Vos, A.M., Lowman, H.B.	2.4	X-RAY DIFFRACTION	0.267	0.208	False	True	IGHV7	IGKV1	Kappa	1.1e-10	-14.12	SPR	37	10543973
1cz8	H	L	0	W	protein	NA	vascular endothelial growth factor	IMMUNE SYSTEM	09/01/99	VASCULAR ENDOTHELIAL GROWTH FACTOR IN COMPLEX WITH AN AFFINITY MATURED ANTIBODY	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Chen, Y., Wiesmann, C., Fuh, G., Li, B., Christinger, H.W., McKay, P., de Vos, A.M., Lowman, H.B.	2.4	X-RAY DIFFRACTION	0.267	0.208	False	True	IGHV7	IGKV1	Kappa	1.10e-10	-14.12	SPR	37	10543973
3fku	U	U	0	H | G	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	NA	influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.28600000000000003	0.232	True	True	unknown	unknown	unknown	1.3000000000000002e-10	-13.48	SPR	25	19234466
3fku	T	T	0	L | K	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	NA	influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.28600000000000003	0.232	True	True	unknown	unknown	unknown	1.3000000000000002e-10	-13.48	SPR	25	19234466
3fku	X	X	0	F | E	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	NA	influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.28600000000000003	0.232	True	True	unknown	unknown	unknown	1.3000000000000002e-10	-13.48	SPR	25	19234466
3fku	S	S	0	J | I	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	NA	influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.28600000000000003	0.232	True	True	unknown	unknown	unknown	1.3000000000000002e-10	-13.48	SPR	25	19234466
3fku	Y	Y	0	B | A	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	NA	influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.28600000000000003	0.232	True	True	unknown	unknown	unknown	1.3e-10	-13.48	SPR	25	19234466
3fku	Z	Z	0	D | C	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	NA	influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.28600000000000003	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
6b9j	A	B	0	Y	protein	NA	imv membrane protein	VIRAL PROTEIN/immune system	10/10/17	Structure of vaccinia virus D8 protein bound to human Fab vv138	VACCINIA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	vaccinia virus	Zajonc, D.M.	2.9	X-RAY DIFFRACTION	0.269	0.241	False	False	IGHV1	IGKV3	Kappa	3.5e-10	-12.900199280360683	SPR	NA	TBD
6b9j	H	L	0	X	protein	NA	imv membrane protein	VIRAL PROTEIN/immune system	10/10/17	Structure of vaccinia virus D8 protein bound to human Fab vv138	VACCINIA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	vaccinia virus	Zajonc, D.M.	2.9	X-RAY DIFFRACTION	0.269	0.241	False	False	IGHV1	IGKV3	Kappa	3.5e-10	-12.900199280360683	SPR	NA	TBD
5yoy	P	M	0	K	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa	1.8e-11	-14.658430977236662	Unknown	NA	TBD
5yoy	Q	N	0	L	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa	1.8e-11	-14.658430977236662	Unknown	NA	TBD
5yoy	G	D	0	B	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa	1.8e-11	-14.658430977236662	Unknown	NA	TBD
5yoy	H	E	0	C	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa	1.8e-11	-14.658430977236662	Unknown	NA	TBD
5yoy	I	F	0	A	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa	1.8e-11	-14.658430977236662	Unknown	NA	TBD
5yoy	R	O	0	J	protein	NA	tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa	1.8e-11	-14.658430977236662	Unknown	NA	TBD
5u4m	B	NA	0	A	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	12/05/16	RTA-V1C7-G29R-no_salt	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos	NA	ricinus communis	Rudolph, M.J., Mantis, N.	2.5	X-RAY DIFFRACTION	0.247	0.20199999999999999	False	True	IGHV1	NA	NA	3.9000000000000005e-10	-12.836084497507047	SPR	NA	TBD
4i3r	H	L	0	G	protein	NA	outer domain of hiv-1 gp120 (ker2018 od4.2.2)	Viral Protein/Immune System	11/26/12	Crystal structure of the outer domain of HIV-1 gp120 in complex with VRC-PG04 space group P3221	HUMAN IMMUNODEFICIENCY VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus	Joyce, M.G., Biertumpfel, C., Nabel, G.J., Kwong, P.D.	3.0	X-RAY DIFFRACTION	0.245	0.183	False	True	unknown	unknown	unknown	1.19e-08	-10.81088821972937	SPR	NA	TBD
5fv2	A	NA	0	X	protein	NA	vascular endothelial growth factor	HORMONE	02/02/16	Crystal structure of hVEGF in complex with VH domain antibody	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Chung, C., Batuwangala, T.	3.45	X-RAY DIFFRACTION	0.2627	0.21244000000000002	False	True	IGHV3	NA	NA	7.1699999999999995e-12	-15.203792121426005	SPR	NA	TBD
5fv2	B	NA	0	V	protein	NA	vascular endothelial growth factor	HORMONE	02/02/16	Crystal structure of hVEGF in complex with VH domain antibody	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Chung, C., Batuwangala, T.	3.45	X-RAY DIFFRACTION	0.2627	0.21244000000000002	False	True	IGHV3	NA	NA	7.1699999999999995e-12	-15.203792121426005	SPR	NA	TBD
5fv2	C	NA	0	W	protein	NA	vascular endothelial growth factor	HORMONE	02/02/16	Crystal structure of hVEGF in complex with VH domain antibody	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Chung, C., Batuwangala, T.	3.45	X-RAY DIFFRACTION	0.2627	0.21244000000000002	False	True	IGHV3	NA	NA	7.1699999999999995e-12	-15.203792121426005	SPR	NA	TBD
3hae	H	L	0	A | C	protein | peptide	NA | NA	hla class i histocompatibility antigen, a-2 alpha chain | nyeso-1 peptide	IMMUNE SYSTEM	05/01/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | 	Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E.	2.9	X-RAY DIFFRACTION	0.28300000000000003	0.201	False	True	IGHV3	IGLV2	Lambda	4.5999999999999995e-08	-10	19307587	SPR	NA
3hae	O	N	0	J | M	protein | peptide	NA | NA	hla class i histocompatibility antigen, a-2 alpha chain | nyeso-1 peptide	IMMUNE SYSTEM	05/01/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | 	Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E.	2.9	X-RAY DIFFRACTION	0.28300000000000003	0.201	False	True	IGHV3	IGLV2	Lambda	4.6e-08	-10	19307587	SPR	NA
3hae	I	G	0	D | F	protein | peptide	NA | NA	hla class i histocompatibility antigen, a-2 alpha chain | nyeso-1 peptide	IMMUNE SYSTEM	05/01/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | 	Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E.	2.9	X-RAY DIFFRACTION	0.28300000000000003	0.201	False	True	IGHV3	IGLV2	Lambda	4.5999999999999995e-08	-10	19307587	SPR	NA
3hae	T	S	0	P | R	protein | peptide	NA | NA	hla class i histocompatibility antigen, a-2 alpha chain | nyeso-1 peptide	IMMUNE SYSTEM	05/01/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | 	Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E.	2.9	X-RAY DIFFRACTION	0.28300000000000003	0.201	False	True	IGHV3	IGLV2	Lambda	4.60e-08	-10	19307587	SPR	NA
3sqo	H	L	0	A	protein	NA	proprotein convertase subtilisin/kexin type 9	HYDROLASE/Immune system	07/05/11	PCSK9 J16 Fab complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Strop, P.	2.7	X-RAY DIFFRACTION	0.28300000000000003	0.223	False	True	IGHV1	IGKV1D	Kappa	5e-12	-15.417363375832577	SPR	NA	TBD
5f3b	E	F	0	D	protein	NA	growth/differentiation factor 8	Signaling Protein/Immune System	12/02/15	Structure of myostatin in complex with chimeric RK35 antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Parris, K.D., Mosyak, L.	1.76	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV5	IGKV6	Kappa	3e-12	-15.720019221239749	SPR	NA	TBD
5f3b	A	B	0	C	protein	NA	growth/differentiation factor 8	Signaling Protein/Immune System	12/02/15	Structure of myostatin in complex with chimeric RK35 antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Parris, K.D., Mosyak, L.	1.76	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV5	IGKV6	Kappa	3e-12	-15.720019221239749	SPR	NA	TBD
4hkx	A	B	0	E	protein	NA	hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	10/15/12	Influenza hemagglutinin in complex with CH67 Fab	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Schmidt, A.G., Harrison, S.C.	2.5	X-RAY DIFFRACTION	0.21899999999999997	0.187	False	True	IGHV1	IGLV3	Lambda	3.6e-07	-8.790776227275865	SPR	NA	TBD
5m2i	J	NA	0	E	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Structure of human Tumor Necrosis Factor (TNF) in complex with the Llama VHH1	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.15	X-RAY DIFFRACTION	0.238	0.207	False	True	IGHV1	NA	NA	5.400000000000001e-10	-12.643277036143104	SPR	NA	TBD
5m2i	G	NA	0	B	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Structure of human Tumor Necrosis Factor (TNF) in complex with the Llama VHH1	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.15	X-RAY DIFFRACTION	0.238	0.207	False	True	IGHV1	NA	NA	5.400000000000001e-10	-12.643277036143104	SPR	NA	TBD
5m2i	H	NA	0	A	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Structure of human Tumor Necrosis Factor (TNF) in complex with the Llama VHH1	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.15	X-RAY DIFFRACTION	0.238	0.207	False	True	IGHV1	NA	NA	5.400000000000001e-10	-12.643277036143104	SPR	NA	TBD
5m2i	K	NA	0	D	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Structure of human Tumor Necrosis Factor (TNF) in complex with the Llama VHH1	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.15	X-RAY DIFFRACTION	0.238	0.207	False	True	IGHV1	NA	NA	5.400000000000001e-10	-12.643277036143104	SPR	NA	TBD
5m2i	L	NA	0	F	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Structure of human Tumor Necrosis Factor (TNF) in complex with the Llama VHH1	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.15	X-RAY DIFFRACTION	0.238	0.207	False	True	IGHV1	NA	NA	5.400000000000001e-10	-12.643277036143104	SPR	NA	TBD
5m2i	I	NA	0	C	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Structure of human Tumor Necrosis Factor (TNF) in complex with the Llama VHH1	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.15	X-RAY DIFFRACTION	0.238	0.207	False	True	IGHV1	NA	NA	5.400000000000001e-10	-12.643277036143104	SPR	NA	TBD
5m2j	D	NA	0	A	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH2	HOMO SAPIENS	homo sapiens	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	1.9	X-RAY DIFFRACTION	0.196	0.158	False	True	IGHV3	NA	NA	1.3000000000000002e-10	-13.48699434919035	SPR	NA	TBD
5m2m	J	NA	0	I	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH3	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.3	X-RAY DIFFRACTION	0.248	0.211	False	True	IGHV1	NA	NA	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5m2m	H	NA	0	G	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH3	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.3	X-RAY DIFFRACTION	0.248	0.211	False	True	IGHV1	NA	NA	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5m2m	F	NA	0	A	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH3	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.3	X-RAY DIFFRACTION	0.248	0.211	False	True	IGHV1	NA	NA	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5m2m	N	NA	0	M	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH3	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.3	X-RAY DIFFRACTION	0.248	0.211	False	True	IGHV1	NA	NA	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5m2m	D	NA	0	B	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH3	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.3	X-RAY DIFFRACTION	0.248	0.211	False	True	IGHV1	NA	NA	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5m2m	E	NA	0	C	protein	NA	tumor necrosis factor	CYTOKINE	10/13/16	Complex between human TNF alpha and Llama VHH3	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Cambillau, C., Spinelli, S., Desmyter, A., de Haard, H.	2.3	X-RAY DIFFRACTION	0.248	0.211	False	True	IGHV1	NA	NA	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
4jlr	H	L	0	S	protein	NA	rsv_1isea designed scaffold	IMMUNE SYSTEM	03/12/13	Crystal structure of a designed Respiratory Syncytial Virus Immunogen in complex with Motavizumab	NA	NA	NA	NA	Rupert, P.B., Correia, B., Schief, W., Strong, R.K.	2.71	X-RAY DIFFRACTION	0.249	0.191	False	True	IGHV2	IGKV1	Kappa	2.9899999999999995e-11	-14.357753376338442	SPR	NA	TBD
4jlr	A	B	0	C	protein	NA	rsv_1isea designed scaffold	IMMUNE SYSTEM	03/12/13	Crystal structure of a designed Respiratory Syncytial Virus Immunogen in complex with Motavizumab	NA	NA	NA	NA	Rupert, P.B., Correia, B., Schief, W., Strong, R.K.	2.71	X-RAY DIFFRACTION	0.249	0.191	False	True	IGHV2	IGKV1	Kappa	2.9899999999999995e-11	-14.357753376338442	SPR	NA	TBD
5sy8	H	L	0	O	protein	NA	10e8 epitope scaffold t117v2	IMMUNE SYSTEM	08/10/16	Crystal structure of the complex of 10E8 Fab light chain mutant1 and T117v2 HIV-1 MPER scaffold	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Irimia, A., Wilson, I.A.	1.62	X-RAY DIFFRACTION	0.214	0.172	False	True	IGHV3	IGLV3	Lambda	1.1199999999999999e-11	-14.939539586992543	SPR	NA	TBD
